DX extract;DX full;Name;Original Film or informations;Manufacturer;reliability;Country;Beginning year;End year;Distributor;Ava;Pic
1287;012874;Kodak Kodacolor Gold 400 Gen 1 (First Kodacolor Gold) 400-1 GC;Formerly Kodacolor VR-G 200;;;;1989;1991;;1;KodakGold2400old.jpg
1303;013034;Kodak Kodacolor Gold 400 Gen 2 – 400-2;;;;;90’s ?;;;0;
1303;013034;Kodak Kodacolor Gold 400 Gen 2 – 5097 / 5397;;;;;90’s ?;;;0;
1303;013034;Kodak Kodacolor Gold 400 standard base (Gen 5?) - Code : 5097 – GC;Similar to Ektacolor Pro Gold 400GPY ?;;;;;;;0;
2066;020660;Kodak Kodacolor II ASA 100 - Code : 5035;Process C-41. Film speed increased to ASA 100. Replaced by Kodacolor VR100;;;;~1976;1983;;0;KodacolorII.jpg
2066;;Kodak Kodacolor II ASA 80 - Code : 6014;Same code as old Verichrome. Not the same film ! Process Flexicolor (early C-41);;;;110 format only : 1972, all : 1973;~1976;;0;KodacolorII.jpg
1332;013320;Kodak Kodacolor Print 100 Gen 4 100-4;Similar to Gold 100;;;;;;;1;KodakGold100Generic.jpg
1333;013333;Kodak Kodacolor Print 200 Gen 4 – 200-4;Similar to Gold 200;Kodak;;;;;;0;
1334;513347;Kodak Kodacolor Print 400-5 Gen 5;Similar to Gold 400-5;;;;~1998 ?;;;0;
1271;512714;Kodak KODACOLOR VR 200 Plus VR200+;Kodacolor VR / ColorPlus for EU discount stores ?;Kodak Pathé ?;;Made in France ?;90's;;;0;KodakVR200plus.jpg
1261;012614;Kodak KODACOLOR VR-G100 Film VRG 100;Ancestor of Kodacolor Gold (uncertain DX number...);;;Made in USA;1986;1988;;0;KodacolorVRG100.jpg
1286;012864;Kodak KODACOLOR VR-G100 Gen 1 – VRG 100-1 5095;Ancestor of Kodacolor Gold;;;Made in USA;1986;1988;;0;KodacolorVRG100.jpg
1291;012910;Kodak KODACOLOR VR-G100 Gen 2 – VRG 100-2;Ancestor of Kodacolor Gold;;;Made in USA;1986;1988;;0;KodacolorVRG100.jpg
1288;012880;Kodak KODACOLOR VR-G200 Gen 1 – VRG 200-1 – Emulsion 5096;Ancestor of Kodacolor Gold;;;Made in USA;1986;1988;;0;KodacolorVRG200.jpg
1287;012870;Kodak KODACOLOR VR-G400 Gen 1 – VRG 400-1 – Emulsion 5097;Ancestor of Kodacolor Gold;;;Made in USA;1986;1987;;0;KodacolorVRG400.jpg
1287;012870;Kodak KODACOLOR VR-G400 Gen 2 – VRG 400-1 – Emulsion 5097;Ancestor of Kodacolor Gold;;;Made in USA;1987;1988 ??;;0;KodacolorVRG400.jpg
1270;012700;Kodak KODACOLOR VR100;First Kodak film with DX coding. T grain.;;;;1982;1986;;0;KodakolorVR100.jpg
1549;015490;Kodak KODACOLOR VR100;First Kodak film with DX coding. T grain.;;;;1982;1986;;0;KodakolorVR100.jpg
1284;012841;Kodak Kodacolor VR100 Gen 1 – code 5094 CP 100-1;First Kodak film with DX coding. T grain.;;;;1982;~1984 ?;;0;KodakolorVR100.jpg
1265;012650;Kodak Kodacolor VR100 Plus DA-5 #VR100+ vr100plus vr+ DA5;;;;;1986 ?;90's ?;;0;KodakVR100plus.jpg
1314;013144;Kodak Kodacolor VR100-2 Gen 2 – code 5094 CP 100-2;T grain.;;;;~1984 ?;1986;;0;KodakolorVR100.jpg
1316;013160;Kodak Kodacolor VR100-3 Gen 3 - Code 5094;T grain.;;;;~1984 ?;1986;;0;KodakolorVR100.jpg
1326;013264;Kodak Kodacolor VR100-4 Gen 4;T grain.;;;;1982;1986;;0;KodakolorVR100.jpg
2047;020470;Kodak Kodacolor VR100-4 Gen 4;T grain.;;;;~1984 ?;1986;;0;KodakolorVR100.jpg
1294;012944;Kodak Kodacolor VR1000 Gen 1 - Code : 5090 CF 1000-1;T-grain film;;;;1982;1984;;0;KodakolorVR1000.jpg
1285;012854;Kodak Kodacolor VR1000 Gen 2 - Code : 5090 CF 1000-2;T-grain film. Increased blue layer speed.;;;;1984;1989;;0;KodacolorVR1000v2.jpg
1550;015500;Kodak KODACOLOR VR200 - CM;T-grain film;;;;1982;1986;;0;KodacolorVR200.jpg
1283;012831;Kodak KODACOLOR VR200 Gen 1 – Code 5093 CL 200-1;T-grain film;;;;1982;1986;;0;KodacolorVR200.jpg
1313;013130;Kodak KODACOLOR VR200 Gen 2 – Code 5093 CL 200-2;T-grain film;;;;1982;1986;;0;KodacolorVR200.jpg
1317;013170;Kodak KODACOLOR VR200 Gen 3 – Code 5093;T-grain film;;;;1982;1986;;0;KodacolorVR200.jpg
1325;013250;Kodak KODACOLOR VR200 Gen 4 – Code 5093;T-grain film;;;;1982;1986;;0;KodacolorVR200.jpg
1266;012660;Kodak KODACOLOR VR200 Gen 5;T-grain film;;;;1982;1986;;0;KodacolorVR200.jpg
1271;212714;Kodak Kodacolor VR200 Plus (First version?) #vr200plus vr+ VR200+;Variant of Kodak Farbwelt/Gold, for EU discount stores ?;;1;;1986 ?;90's ?;;0;KodacolorVRplus200.jpg
1282;012820;Kodak Kodacolor VR400 Gen. 1 – Code 5079 CM;T-grain film;;;Made in USA / UK;~1984;~ 1996;;0;KodakolorVR400.jpg
1268;012680;Kodak Kodacolor VR400 Gen. 2;T-grain film;;;Made in USA / (UK?);~ 1996;~2010 ?;;1;KodakolorVR400.jpg
1315;613154;Kodak Kodacolor VR400 Plus #vr400plus vr+ VR400+;Variant of Kodak Farbwelt/Gold, for EU discount stores ?;;1;;90's;;;0;KodacolorVRplus400.jpg
1527;015270;Kodak Kodacolor VR400 Plus VR400-3 VR400+ #vr400plus vr+;Variant of Kodak Farbwelt/Gold, for EU discount stores ?;;1;;90's;;;0;KodacolorVRplus400.jpg
1537;615374;Kodak Kodacolor VR400 Plus VR400+ (First version?) #vr400plus;Variant of Kodak Farbwelt/Gold, for EU discount stores ?;;1;;1986 ?;End of 2000’s ??;;0;
1537;715374;Kodak Kodacolor VR400 Plus VR400+ #vr400plus;Variant of Kodak Farbwelt/Gold, for EU discount stores ?;Kodak Pathé ?;1;Made in France ?;;End of 2000’s ?;;0;KodacolorVRplus400.jpg
1457;514574;Kodak Kodacolor 100 (new, Eastman);Kodak 100-8 (not ProImage), released for US market;Eastman Kodak;3;Made in USA;Oct 2025;;Eastman Kodak;2;Kodacolor100-New.jpg
1251;812511;Kodak Max 400;Similar to Gold 400-6 ?;;;;;;;0;KodakMax400-2001.jpg
1251;912513;Kodak Max 400;Similar to Gold 400-6 ?;;;;;;;0;KodakMax400-2001.jpg
1538;015380;Kodak MAX 400 Film - One Time Use Cameras;;disposable camera, Kodak;;;;;;0;
3363;733633;Kodak MAX 400 film for Jean Coutu Pharmacies in canada;;;;;;;;0;
3363;833633;Kodak MAX 400 film for Jean Coutu Pharmacies in canada;;;;;;;;0;
1537;015373;Kodak Max 400 GC;;;;;;;;0;KodakMax400-2001.jpg
1315;013153;Kodak Max 400-8 GC;Same as Kodak Gold II (Gold II for US market);;;;;;Kodak Australasia Pty. Ltd. ?;0;KodakMax2004.jpg
0689;106893;Kodak MAX 800 Film;;;;;;;;0;KodakMax800.jpg
0693;006930;Kodak MAX 800 Film - One Time Use Cameras;"""For use in Kodak single use cameras"".";disposable camera, Kodak;2;;;;;0;
0692;006920;Kodak MAX 800-4 Film GT;;;;;;~2008 ?;;0;KodakMax800.jpg
0690;006907;Kodak Max Zoom 800;Color T-Grain emulsions;;;;2000;;;0;KodakMaxZoom800.jpg
1270;212703;Kodak Orizzonti Cento 100 DR 7;;;;;;;;0;
1320;013200;Kodak Outdoor ISO 100 – Code 5394;Improved Kodak VR for indonesian market;;;;1991;;;0;KodakOutdoor.jpg
1025;;Kodak Panatomic-X 32 Professional FX (Iso 32 – Code 5060);;;;;1974;Early 80’s (DX coded);;0;PanatomicX32.jpg
1025;010254;Kodak Panatomic-X 32 Professional FX (Iso 32 – Code 5060) DX coded;;;;;Early 80’s (DX coded);1988;;0;KodakPanatomicXlast.jpg
0305;003054;Kodak Photomicrography Color film 2483 PCF Daylight;E4 process, ASA 16;Kodak;;Made in USA;;90’s ?;;0;Kodak2483.jpg
1489;014890;Kodak Plus Digital 400 Film PlusDigital CD – Process with Kodak PerfectTouch;"""Digital pictures included when you buy prints"" (Picture CD)";;;;~2003;;;0;KodakPlusDigital400.jpg
0693;006930;Kodak Plus Digital 800 Film - One Time Use Cameras;Kodak Max 800;disposable camera;2;;;;;0;
1026;010263;Kodak PLUS-X 125 Pro PX (Gray Yellow box) PlusX125pro;135 roll;;;;1994;~2002 ?;;0;PlusX125Pro.jpg
1026;;Kodak PLUS-X Pan - Code : 5061 – SP-936 #PlusX;5 inch;;;;;;;0;
1026;010263;Kodak PLUS-X Pan - Code : 5062 – PX (Yellow purple box) 5062PX #PlusX;135 roll;;;;;1994 ?;;0;KodakPX125purple.jpg
1026;;Kodak PLUS-X Pan - Code : 6062 – PX #PlusX;120 roll;;;;;;;0;
1026;010263;Kodak PLUS-X Pan (Gray yellow box) PX #PlusX;;;;;90’s ?;2007;;0;KodakPlusXpanGrayYellow.jpg
1026;;Kodak PLUS-X Pan Professional - Code : 6057 – PXP6057 #plusX;120 roll;;;;1967 ?;;;0;
1026;;Kodak PLUS-X Pan Professional (Estar Thick Base) - Code : 4147 – PXT #PlusX;Only sheet ?;;;;1967;~2011;;0;
1026;;Kodak Plus-X Panchromatic Film - Code : 5241 # PlusX PX;;;;;~40’s ?;;;0;
1028;010280;Kodak PLUS-X Professional 125PX Pan Film (Yellow Box) 2147 #PlusX;;;;;~2002 (1954);2012;;0;KodakPX125last.jpg
1534;115344;Kodak Portra 160 (new);;;;;2011;;;2;KodakPortra160new.jpg
1533;115334;Kodak Portra 400 new ;;;;;2010;;;2;KodakPortra400new.jpg
1524;115244;Kodak Portra 400 UC - Code : 400UC;;;;;~1999;2002 ?;;0;KodakPortra400UCold.jpg
1278;012784;Kodak Portra 800;;;;;~2000;;;0;KodakPortra800.jpg
1695;016954;Kodak Portra 800;;;;;~2000 ?;;;0;KodakPortra800.jpg
1336;013360;Kodak Pro 100 Film / PRN;;;;;~1997;1999 ?;;0;KodakPro100.jpg
1801;018014;Kodak Pro 100 Film / PRN;;;;;~1997;1999 ?;;0;KodakPro100.jpg
1334;013340;Kodak Pro 400 - Code : 5080 – PPF-2;;;;;~1997;1999 ?;;0;KodakPro400.jpg
1803;018030;Kodak Pro 400 MC Film / PMC #400mc 400pmc;Close to KODAK VERICOLOR III Professional Film / VPS;;;;;~1997 ?;;0;KodakPro400MC.jpg
1279;212794;Kodak Professional BW400CN Film;Chromogenic film;;;;2004;2014;;0;KodakBW400CN.jpg
1279;312794;Kodak Professional BW400CN Film;Chromogenic film;;;;2004;2014;;0;KodakBW400CN.jpg
1279;412794;Kodak Professional BW400CN Film;Chromogenic film;;;;2004;2014;;0;KodakBW400CN.jpg
1794;017944;KODAK Professional Color Negative II Film PCN 100 – Code 5003 #PCNII100;;;;;;;;0;
1794;017940;KODAK Professional Color Negative Type S – Code 5003;;;;;;;;0;
0839;008390;Kodak Professional EKTACHROME 100 HC Film;;;;;;;;0;
0321;003210;Kodak Professional EKTACHROME Duplicating Film EDUPE;;;;;;;;0;
0382;003820;Kodak Professional EKTACHROME E100G – Code 5091;Neutral colors;;;;2003;~2012;;0;KodakEktaE100G.jpg
0383;003830;Kodak Professional EKTACHROME E100GX – Code 5092;Warm colors;;;;2003;~2009;;0;KodakEktaE100GX.jpg
0378;003780;Kodak Professional EKTACHROME E200 Film – Code 5010 / 6010;;;;;1997 ?;~2011;;0;KodakEktaE200.jpg
0378;103780;Kodak Professional EKTACHROME E200 Film – Code 5010 / 6010;;;;;1997 ?;~2011;;0;KodakEktaE200.jpg
0382;903824;Kodak Professional EKTACHROME Film E100 (New 2018’s version);Same DX code as Elite Chrome 100, but based on E100G;Kodak;;;End of 2018 (135), End of 2019 (120 & sheet);;Kodak Alaris;2;KodakEktaE100-2018.jpg
1252;412520;Kodak Professional Ektapress PJ100;Similar to Royal Gold ??;;;Made in USA;1998;~2003;;0;KodakEktapress100.jpg
1309;013090;Kodak Professional Ektapress PJ400 (Gen 1?) – Code : 1123;Similar to Royal Gold / PJM ??;;;Made in USA;1998;~2003;;0;KodakEktapress400.jpg
1254;412544;Kodak Professional Ektapress PJ400 (Gen 2?) – Code : 1123;Similar to Royal Gold / PJM ??;;;Made in USA;1998;~2003;;0;KodakEktapress400.jpg
1255;012550;Kodak Professional Ektapress PJ800 – Code : 7190;Similar to Royal Gold 800-2 ?;;;Made in USA;1998;1999;;0;KodakEktapress800.jpg
1263;012634;Kodak Professional Ektapress PJ800-2 – Code : 7190;Similar to Royal Gold ?? Gen 2, improved : Finer grain.;;;Made in USA;1999;~2003;;0;KodakEktapress800.jpg
1521;015210;Kodak Professional ELITE COLOR 200UC;EU name of Ultra Color;;;;2004;~2008;;0;KodakEliteColor200.jpg
1523;015230;Kodak Professional ELITE COLOR 400UC;EU name of Ultra Color, renamed Portra 400UC;;;;2004;~2008;;0;
1276;012760;Kodak Professional PORTRA 100T – Code 4719 / 5719;;;;;~1998 ?;~2006;;0;KodakPortra100T.jpg
1804;018040;Kodak Professional PORTRA 100T – Code 4719 / 5719;;;;;~1998 ?;~2006;;0;KodakPortra100T.jpg
1550;015500;Kodak Professional PORTRA 160;;;;;2007;;;0;KodakPortra160VC.jpg
1275;112754;Kodak Professional PORTRA 160NC;;;;;2006;2008;;0;KodakPortra160NC.jpg
1543;015430;Kodak Professional PORTRA 160NC – Code 2755 / 4755;;;;;2006;2008;;0;KodakPortra160NC.jpg
1275;212754;Kodak Professional PORTRA 160VC;;;;;2007;2008 ?;;0;KodakPortra160VC.jpg
1544;015440;Kodak Professional PORTRA 160VC – Code 4756;;;;;2006;2008;;0;KodakPortra160VC.jpg
1277;112774;Kodak Professional PORTRA 400 Film;;;;;1998;;;2;KodakPortra400.jpg
1529;015290;Kodak Professional PORTRA 400NC;;;;;2007;;;0;KodakPortra400NC.jpg
1545;015450;Kodak Professional PORTRA 400NC;;;;;2007;;;0;KodakPortra400NC.jpg
1530;015300;Kodak Professional PORTRA 400VC;;;;;2007;;;0;KodakPortra400VC.jpg
1546;015460;Kodak Professional PORTRA 400VC;;;;;2007;;;0;KodakPortra400VC.jpg
1277;212774;Kodak Professional Portra 400VC;uncertain DX;;;;2007;;;0;KodakPortra400VC.jpg
0697;006970;Kodak Professional PORTRA 800 Film;;;;;2006 ?;;;0;KodakPortraPro800.jpg
0695;006950;Kodak Professional Portra 800-2 Film (Improved);;;;;2006;;;2;KodakPortraPro800.jpg
0693;006930;Kodak Professional Portra 800-3 Film;;;;;2004;2006 ?;;0;KodakPortraPro800.jpg
1257;012570;Kodak Professional PROFOTO 100 Color Film;;;;;;;;0;KodakProfoto100.jpg
1257;712570;Kodak Professional PROFOTO 100 Color Film;;;;;;;;0;KodakProfoto100.jpg
1802;018020;Kodak Professional PROFOTO 100 Color Film (Gen1?) – Code 5047;;;;;;;;0;KodakProfoto100.jpg
1551;015510;Kodak Professional PROFOTO 100 Color Negative Film;Proimage for specific market ?;;;;1997 ?;;;1;KodakProfoto100.jpg
1257;512574;Kodak Professional PROIMAGE 100 Color Negative Film #Profoto;Profoto for asian market, now avalable in US (2019) & EU (2018);;;;1997;;;2;KodakProimage100.jpg
0384;003840;Kodak Professional Rapid Process Copy - Code : 2064 - RPC;For simplified production of black-and-white slides of radiographs, back-and-white transparencies, and black-and-white reflection copy.;;;;1980;~1993 ?;;0;KodakRapidProcessCopy.jpg
0177;001774;Kodak Professional Rapid Process Copy (new DX?) - Code : 2064 - RPC;For simplified production of black-and-white slides of radiographs, back-and-white transparencies, and black-and-white reflection copy.;;;;~1993 ?;;;0;KodakRapidProcessCopy.jpg
1521;215213;Kodak Professional Royal Supra 200 RS200 – Code 5992 200-2;Only for EU, Africa and Asia ? Named High Definition in US ?;Kodak;;;2002;2005;;0;KodakRoyalSupra200.jpg
1523;215230;Kodak Professional Royal Supra 400 RS400 – Code 5926 400-2;Only for EU, Africa and Asia ? Named High Definition in US ?;Kodak;;;2002;2005;;0;KodakRoyalSupra400.jpg
0694;006940;Kodak Professional Royal Supra 800 RS800;Only for EU, Africa and Asia ?;Kodak;;;2002;2005;;0;KodakRoyalSupra800.jpg
1550;315500;Kodak Professional Supra 100;Very close to Ektapress PJ100. Other speeds replaced by Royal Supra / High Definition, but ISO 100 discontinued…;Kodak;;;2000;2003;;0;KodakSupra100.jpg
1521;315214;Kodak Professional Supra 200;Similar to Royal Supra ?;Kodak;;;2003 ?;;;0;KodakSupra200.jpg
1314;013141;Kodak Professional Supra 400;PJ Ektapress familly with emulsion enhancements.Replaced by Royal Supra (EU) / High Definition (US) ?;Kodak;;;2000;2003;;0;KodakSupra400.jpg
0691;006914;Kodak Professional Supra 800;Replaces Ektapress 800. PJ Ektapress familly with emulsion enhancements. Replaced by Royal Supra (EU) / High Definition (US) ?;Kodak;;;2000;2003;;0;KodakSupra800.jpg
1248;012483;Kodak Professional T400CN (T-Max B&W C-41) – Code 5021 / 6021 #tmax;Chromogenic film, without orange mask. Replaced by BW400CN;;;;1997;~2004;;0;KodakT400CN.jpg
1248;212483;Kodak Professional T400CN (T-Max B&W C-41) – Code 5021 / 6021 #tmax;Chromogenic film, without orange mask. Replaced by BW400CN;;;;1997;~2004;;0;KodakT400CN.jpg
0179;001790;Kodak Professional Traffic Surveillance Film;;;;Made in USA ?;;;;0;
1029;110294;Kodak Professional Tri-X 400 400TX green box;New box in 2023. Same film.;;;Made in USA;2023;;;2;KodakTriXnew2023.jpg
1029;110294;Kodak Professional Tri-X 400 400TX Green Letters ;(extensively re-engineered, receiving the new designation 400TX in place of TX or TX400);;;Made in USA;2007;2023;;0;TrixGreen.jpg
1324;013240;Kodak Professional ULTIMA 100 Color Film AC100-3;;;;;;;;0;KodakUltima100.jpg
1542;015420;Kodak Professional Ultima 100 Film;;;;;;;;0;KodakUltima100.jpg
1526;015260;Kodak Professional ULTRA Color 100UC #Ultracolor;US name of Elite Color;;;;2004;~2009;;0;KodakUltraColor100.jpg
1521;015210;Kodak Professional ULTRA Color 200UC #Ultracolor;US name of Elite Color;;;;~2006 ?;~2009;;0;
1523;015230;Kodak Professional ULTRA Color 400UC #Ultracolor;US name of Elite Color, renamed Portra 400UC;;;;2004;~2009;;0;KodakUltraColor400.jpg
1524;015240;Kodak Professional ULTRA Color 400UC #Ultracolor;US name of Elite Color, renamed Portra 400UC;;;;2004;~2009;;0;KodakUltraColor400.jpg
1532;015329;Kodak ProFoto XL 100;Similar to ColorPlus;;;;;~2013 ?;;1;ProFoto100XL.jpg
0178;001780;Kodak Recording Film 2475 RE 135 AH-Estar Base - ISO 1000~1200;Extremely high speed (ISO 1000) pancro film with extended red sensitivity.;Eastman Kodak Company;;Made in USA;~1965;~2000;;0;Kodak2475.jpg
1267;012673;"Kodak Retina 100 ""Parrot"" DR";Identical to Kodacolor VR plus 100;;3;;~1998 ?;~2008 ?;Kodak;0;KodakRetina100parrot.jpg
1267;012673;Kodak Retina 100 DR;Identical to Kodacolor VR plus 100;;3;;~1998 ?;;Kodak;0;KodakRetina100.jpg
1336;013360;Kodak Royal Gold 100 film, RA135-36 - Code : 5226 - RA;T-grain Gold film;;;;~1993;;;0;KodakRoyalGold100.jpg
1252;012520;Kodak Royal Gold 100 Select Series (Gen 2) – RA;T-grain Gold film;;;;End of 90's ??;;;0;KodakRoyalGold100select.jpg
1330;013300;Kodak Royal Gold 1000 (improved, Gen 2) RF135 - Code : 5216;T-grain Gold film;;;; ~1998 ?;;;0;KodakRoyalGold1000.jpg
1330;013300;Kodak Royal Gold 1000, RF135 - Code : 5216;T-grain Gold film;;;; ~1996;;;0;KodakRoyalGold1000Old.jpg
1339;013390;Kodak Royal Gold 200;T-grain Gold film;Kodak;;;~1993;;;0;KodakRoyalGold200.jpg
1506;015063;Kodak Royal Gold 200;T-grain Gold film;Kodak;;;~1993;;;0;KodakRoyalGold200.jpg
1253;012530;Kodak Royal Gold 200 Select Series (Gen 2);T-grain Gold film;;;;End of 90's ??;;;0;KodakRoyalGold200select.jpg
1521;015210;Kodak Royal Gold 200-3 Select Series;T-grain Gold film;;;;;;;0;KodakRoyalGoldSelect200.jpg
1253;012534;Kodak Royal Gold 200-6 RB;T-grain Gold film;Kodak;;;~1993;;;0;KodakRoyalGold200.jpg
1297;812973;Kodak Royal Gold 25 RZ;Improved Ektar 25;EASTMAN KODAK COMPANY;3;Made in USA;~1993;;;0;KodakRoyalGold25.jpg
1338;013380;Kodak Royal Gold 400 - Code : 5254;T-grain Gold film;Kodak;;;~1994;~1996;;0;KodakRoyalGold400.jpg
1338;;Kodak Royal Gold 400 (improved) - Code : 5254;T-grain Gold film;Kodak;;;~1994;~1996;;0;KodakRoyalGold400.jpg
1313;013133;Kodak Royal Gold 400 RC Select Series;T-grain Gold film;;;;;;;0;KodakRoyalGoldSelect400.jpg
1254;012540;Kodak Royal Gold 400 Select Series (Gen 2) RC-400-2;T-grain Gold film;;;;End of 90's ??;;;0;KodakRoyalGoldSelect400.jpg
1537;515374;Kodak SAF 400 Sports and Activity Film #SAF400;;Kodak Eastman Company;;Made in USA;;;;0;KodakSAF400.jpg
1261;012613;Kodak Select Black and White BWC 400;;;;;;;;0;KodakSelectBandW.jpg
0377;203773;Kodak Select Elitechrome 100;;;;;;;;0;
0379;003793;Kodak Select Elitechrome 200;;;;;;;;0;KodakSelectEliteChome200.jpg
1799;017994;Kodak SO200 Professional Color Negative Film 400 - Code : SO-200;;;;;;;;0;
0225;002254;Kodak SO279 VERICOLOR Slide - Code : VS – SO-279;C-41, to copy from color negatives;;;;~1980 ?;;;0;KodakSO279.jpg
0327;003274;Kodak SO366 Ektachrome SE (Short Exposure) Duplicating Film W for E6 to E6 - Code : SO-366 SOW;Selected emulsion batches of 5071 for duplicating with flash (Short Exposure);;;;1979;~2000’s ?;;0;KodakEktaSO366.jpg
0209;002094;Kodak SO370 Traffic Flow Recording Film SO-370 KS-19555 L1 / L2;DuPont's new Cronar. Used to record traffic & meter readings in telephone exchanges by Bell & AT&T.;Dupont, then Kodak ?;;;70’s;End of 90’s ?;;0;KodakSO370.jpg
1861;018610;Kodak SO446 Splicer test film Process K-14 – Code SO-446 ;Test film;;;;;;;0;
0065;;Kodak SO511 Technical Pan (TP 2415) – SO-511;Technical Pan specially formulated for solar photography and photomicrography.;;;;~1976 ?;~2000 ??;;0;
1027;110271;Kodak SO517 Tri-X 400TX SO-517 TRIX;Kodak Tri-X « Presse » (400TX) – Special Order;;;;;;;0;
1860;018604;Kodak SO604 KODACHROME 200 Splicer Test Film SO-604 ;Test film, ISO 200;;;;;;;0;
1860;018600;Kodak Splicer Test Film Kodachrome 200;;;;;;;;0;
1861;018610;Kodak Splicer Test Film Process K-14;;;;;;;;0;
1332;013320;Kodak SUPER GOLD 100 Gen 4 100-4 #supergold;;;;;;;;1;
1299;;Kodak SUPER GOLD 1600 GF Gen 1 #supergold 1600;;;;;;;;0;KodakSuperGold1600.jpg
1330;013300;Kodak SUPER GOLD 1600 GF Gen 2 #supergold 1600-2;;;;;;;;0;KodakSuperGold1600.jpg
1333;013330;Kodak SUPER GOLD 200 Gen 4 200-4 #supergold;;;;;;;;1;KodakSuperGold200.jpg
1316;013160;Kodak SUPER GOLD 400 Film #supergold;;;;;;;;1;KodakSuperGold400.jpg
1539;015390;Kodak SUPER GOLD 400 Film #supergold;;;;;;;;1;KodakSuperGold400.jpg
1527;015270;Kodak SUPER GOLD 400 Film GC-400 #supergold;;;;;2000’s ?;;;1;KodakSuperGold400.jpg
1316;113163;Kodak SUPER GOLD 400 Film GC-400 #supergold;;;;;;;;1;KodakSuperGold400.jpg
1334;013340;Kodak SUPER GOLD 400 Gen 5 400-5 #supergold;;;;;;;;1;KodakSuperGold400.jpg
1079;110793;Kodak T-MAX 100 Pro 100TMX #TMAX100;;;;;;;;0;Tmax100Pro.jpg
1079;010790;Kodak T-MAX 100 Pro Film #TMAX100;;;;;;;;0;Tmax100Pro.jpg
1079;010790;Kodak T-MAX 100 Professional (first version) - Code : 5052 / 6052 / 4052 – TMX #TMAX;135 roll, bulk and 120;;;;1986;1996;;0;100Tmax-first1993.jpg
1073;010733;Kodak T-max 100 TMY 100 (2d version) - Kodak 100TMAX Professional Film 4053;;;;Made in USA;1996;2002;;0;100Tmax-olympic.jpg
1073;010733;Kodak T-max 100 TMY 100 (3d version) – Kodak Professional 100TMAX Film (improved emulsion);;;;Made in USA;2003;;;2;100Tmax-last.jpg
1080;310804;Kodak T-MAX 400 400TMY #TMAX;;;;;1986;2002 ?;;0;Tmax400First.jpg
1074;010743;Kodak T-MAX 400 PRO TMY (2d version) #TMAX;;;;;2002;2007;;0;Tmax400TMY.jpg
1074;010743;Kodak T-MAX 400 PRO TMY-2 (3d version, Improved emulsion, 200 lines/mm) #TMAX;;;;;2007;;;2;Tmax400TMY2.jpg
1080;010800;Kodak T-MAX 400 Professional Film #TMAX;;;;;;;;0;Tmax400TMY.jpg
1080;210804;Kodak T-MAX 400 TMY #TMAX;;;;;;;;0;Tmax400TMY.jpg
1075;;Kodak T-MAX P3200 Professional - Code : 5054 – TMZ # TMAX;Bulk roll;;;;;2013;;0;
1081;010810;Kodak T-MAX P3200 Professional TMZ (New 2018 version) # TMAX P3200TMZ;;;;;2018;;Kodak Alaris;2;Tmaxp3200-2018.jpg
1075;010754;Kodak T-max p3200 TMY3200 – Kodak TMAX Professional Film P3200TMY;;;;Made in USA;~1986;2002;;0;Tmax3200first.jpg
1081;010810;Kodak T-max p3200 TMZ3200 – Kodak Professional TMAX Film (improved emulsion) P3200TMZ;;;;Made in USA;2003;2013;;0;Tmaxp3200-2d.jpg
0065;000654;Kodak Technical Pan TP (Kodak code 2415) Estar AH Base;135-36 & 35mmx150ft roll. Microfilm, need to use low contrast developers for photographic use;;;Made in USA;1977, 1980 for 135 can;2004;;0;KodakTP.jpg
1251;012514;Kodak Tri-X 400 Pro (TX400)  #TRIX;Same code as Gold films ???;;;Made in USA;;;;0;KodakTX400Pro.jpg
1027;010274;Kodak TRI-X Pan - Code : 5063 – TX (Yellow gray box) #TRIX;Renamed from 5063 TX to 400TX around 2005;;;;End of 80’s ;~2005;;0;KodakTriXPanLast.jpg
1027;;Kodak TRI-X Pan - Code : 5063 – TX (Yellow green box) #TRIX;;;;;70’s ?;End of 70’s ?;;0;KodakTriXPanFirst.jpg
1027;010274;Kodak TRI-X Pan - Code : 5063 – TX (Yellow green logo box) #TRIX;Renamed from 5063 TX to 400TX around 2005, new box around 2000 ??;;;;End of 70’s ?;End of 80’s ;;0;TriXPan.jpg
